ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,created_by,title,43_Species,44_Height_in_m,45_Diameter_in_m,46_Canopy_start_heig,47_Number,49_GBH,50_Other_species_nam,51_Photo
b9c8f4c5-7685-4866-8a62-1354f164d58f,830a7a58-ec5b-47c1-a39a-9850340c4e02,2024-03-23T11:36:28.000Z,2024-03-23T17:26:35.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2.5 3,Ber / Ziziphus nummularia,2.5,1.5,1.5,1,,,
d35f752d-8fd3-476b-959a-166d03467f77,261bf545-3b09-4380-bea8-7260e886828f,2024-03-23T11:22:54.000Z,2024-03-23T17:26:22.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,1.8,1.5,5,,,
a10ed786-06c0-48d0-88b2-b77237bd778a,ebbd9de6-7373-49a4-bbaa-82a1fc9f2440,2024-03-23T03:53:00.000Z,2024-03-23T17:26:07.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 4.5,Ker / Capparis decidua,2.5,1.5,1.5,2,,,
56550e35-4ebc-4810-9145-99f75e383911,854bcf72-1bf8-4b63-8e65-f8185712396a,2024-03-23T03:35:00.000Z,2024-03-23T17:25:55.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3 6,Ber / Ziziphus nummularia,3,1.5,1.5,1,,,
56550e35-4ebc-4810-9145-99f75e383911,86882d2b-8c50-4092-b2f0-15548508e2dc,2024-03-23T03:34:22.000Z,2024-03-23T17:25:54.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,2,1.5,1,,,
9ac67640-dd70-49b2-9bd2-b8dd7b4ce9e0,dff98609-3bee-49f9-b899-da34ffce3c3d,2024-03-23T03:21:43.000Z,2024-03-23T17:25:41.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,2.1,1,3,,,
1f7c0629-1b30-435e-999f-4728c7252fe2,e296301f-230c-4f72-9e4a-133870fe2b0f,2024-03-23T03:09:20.000Z,2024-03-23T17:25:30.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 7,Ker / Capparis decidua,3,2.5,1,1,,,
dd7773ac-c6a5-4039-82a5-bccc3310e231,67c607dc-d3f9-4315-9fad-6f123ac99f00,2024-03-23T02:52:35.000Z,2024-03-23T17:25:18.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2.5 4,Ber / Ziziphus nummularia,2.5,1.2,1,1,,,
dd7773ac-c6a5-4039-82a5-bccc3310e231,d8d7e25a-6833-47cc-82a0-826c69a7bf76,2024-03-23T02:52:12.000Z,2024-03-23T17:25:16.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,1,1.5,4,,,
a5a123b5-95d4-40fd-a6a3-c735985bede2,5d949340-c65f-4a06-81fa-692aef11fd43,2024-03-23T02:35:47.000Z,2024-03-23T17:24:57.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4,Ker / Capparis decidua,3,1.6,1.5,2,,,
806010fe-123e-49dd-87cc-84f152100ceb,796712c2-7258-44f2-be53-f63b4b1aceee,2024-03-23T02:24:43.000Z,2024-03-23T17:24:36.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,2,1,1,,,
806010fe-123e-49dd-87cc-84f152100ceb,c2336f4b-04bf-4564-8bec-5439b873ffe5,2024-03-23T02:20:22.000Z,2024-03-23T17:24:35.000Z,mihir.au.jadhav@gmail.com,Aakh / Calotropis procera 2.5 5,Aakh / Calotropis procera,2.5,1.7,0.5,2,,,
d3cc41bb-e01a-416d-b2a2-82ac7abc344e,69d4747d-5d1c-48c9-a954-2baef6336018,2024-03-23T02:05:08.000Z,2024-03-23T17:24:24.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 5,Ker / Capparis decidua,2,2,1,1,,,
7139a6f3-d08b-45bc-9920-9310c338adeb,5ca9af78-be51-4bf8-9bba-5fe253be3be7,2024-03-22T13:07:37.000Z,2024-03-23T17:24:06.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3 6,Ber / Ziziphus nummularia,3,2,1.5,5,,,
7139a6f3-d08b-45bc-9920-9310c338adeb,6bd51520-8bfd-4f08-a3a7-22dfeaa5233f,2024-03-22T13:07:02.000Z,2024-03-23T17:24:04.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4.5,Ker / Capparis decidua,3,1.8,1.5,6,,,
d208bf4b-95b2-4011-ab78-3648fef8b14c,5704b7ae-9c3e-49a9-a9a2-37f2a3c4f5fc,2024-03-22T12:52:12.000Z,2024-03-23T17:23:36.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3.5 7,Ber / Ziziphus nummularia,3.5,2.2,1.5,3,,,
d208bf4b-95b2-4011-ab78-3648fef8b14c,88fd8712-e95a-43d1-b8c6-563ba762b6be,2024-03-22T12:51:45.000Z,2024-03-23T17:23:35.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,1.4,1,6,,,
cbff1343-cc64-4d0b-8f0a-f2f31ca6c922,60f36a76-4193-48cc-a7c3-522dbf113670,2024-03-22T12:42:04.000Z,2024-03-23T17:23:20.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 4,Ber / Ziziphus nummularia,2,1.3,1,1,,,
d908894c-8e09-4a1a-8005-10a302ed5719,d108ea6f-97b2-447a-a35c-f624bfb879e2,2024-03-22T12:30:47.000Z,2024-03-23T17:23:05.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 4,Ker / Capparis decidua,2,1.7,1,2,,,
d908894c-8e09-4a1a-8005-10a302ed5719,80902b95-0e52-4f68-be23-31186bddc3df,2024-03-22T12:29:39.000Z,2024-03-23T17:23:03.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 4.5,Ber / Ziziphus nummularia,2,1.3,1,6,,,
eb09d8ca-d2c3-4065-a233-11e3701a22a3,3900410b-8603-4670-8054-33f11a433513,2024-03-22T11:59:31.000Z,2024-03-23T17:22:47.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,1.3,1,4,,,
eb09d8ca-d2c3-4065-a233-11e3701a22a3,62e6b6bb-3548-495c-bbcb-dcb3656bc117,2024-03-22T11:59:07.000Z,2024-03-23T17:22:46.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3 5,Ber / Ziziphus nummularia,3,1.5,1.5,7,,,
a8981751-b0ef-4114-bf40-d685d720b0b0,69edd18c-8dc7-4f30-9d36-0f19add7e3c4,2024-03-22T11:45:43.000Z,2024-03-23T17:22:30.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3 5,Ber / Ziziphus nummularia,3,2,1,12,,,
a8981751-b0ef-4114-bf40-d685d720b0b0,32769be3-abe6-42b1-9c86-ca4d5464a97e,2024-03-22T11:45:17.000Z,2024-03-23T17:22:28.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 4.5 10,Ber / Ziziphus nummularia,4.5,3,1.6,2,,,
a4ef3ffe-c34a-47d5-980d-651801d80532,aa29c860-d9a5-4854-9223-3930263f0a46,2024-03-22T11:32:05.000Z,2024-03-23T17:22:13.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 5,Ker / Capparis decidua,2,1.8,1,2,,,
a4ef3ffe-c34a-47d5-980d-651801d80532,35d85e54-e4f2-4e99-b7bf-f1a5fa5c43ee,2024-03-22T11:31:40.000Z,2024-03-23T17:22:11.000Z,mihir.au.jadhav@gmail.com,Salvadora oleoides / Jaad / Pilu / Jaal 3 6,Salvadora oleoides / Jaad / Pilu / Jaal,3,2,1.5,1,,,
a4ef3ffe-c34a-47d5-980d-651801d80532,7144e9ec-de60-4407-af9a-481d7e5a31a3,2024-03-22T11:31:11.000Z,2024-03-23T17:22:10.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3 8,Ber / Ziziphus nummularia,3,1.8,1,15,,,
1580f4a4-fc00-4871-9b95-7af56dfc4b87,97c6014c-1f56-40b0-be17-cb0ae4370821,2024-03-22T11:17:23.000Z,2024-03-23T17:21:54.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3 8,Ber / Ziziphus nummularia,3,8,1.5,3,,,
1580f4a4-fc00-4871-9b95-7af56dfc4b87,24864a79-6ec3-4b21-a855-565ea9a051e5,2024-03-22T11:16:51.000Z,2024-03-23T17:21:52.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 3 10,Ber / Ziziphus nummularia,3,2.2,1.5,6,,,
1580f4a4-fc00-4871-9b95-7af56dfc4b87,f88757e6-65a1-43be-b885-8e0ddb19c043,2024-03-22T11:15:50.000Z,2024-03-23T17:21:51.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,0.9,1,12,,,
871cc319-74b7-475d-be4a-a0c7968793f2,ae3d8194-cd1a-43c6-91ec-fc1c4b9f3917,2024-03-22T03:54:30.000Z,2024-03-22T04:59:24.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 4,Ker / Capparis decidua,2,1.4,1,3,,,
5e445626-2fbb-4b44-ba83-d9c076344df8,bb6e600d-7563-4146-90d1-06c2bc9336ab,2024-03-22T03:46:30.000Z,2024-03-22T04:59:07.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3.5,Ker / Capparis decidua,2,1.4,1,20,,,
12919e77-7da1-4fed-bf74-d75e573617da,cb9ae28f-7a89-431f-a102-648a68a58650,2024-03-22T03:37:13.000Z,2024-03-22T04:58:52.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4,Ker / Capparis decidua,3,1.7,1,3,,,
be601396-0170-41c7-bb51-d4b55894b508,e7f91361-975d-43fe-9974-60a5a9001d80,2024-03-22T03:26:31.000Z,2024-03-22T04:58:34.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,2.1,1,5,,,
85f5b8e5-65be-4bd8-a62b-f2d3fa078183,2b940253-e72b-4ea3-9d06-c88a75d6ad2d,2024-03-22T03:07:01.000Z,2024-03-22T04:58:13.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 3.5,Ber / Ziziphus nummularia,2,1.3,1,1,,,
85f5b8e5-65be-4bd8-a62b-f2d3fa078183,109e1c54-add0-4398-b7a4-08ca2f97b917,2024-03-22T03:06:39.000Z,2024-03-22T04:58:11.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 3,Ker / Capparis decidua,2.5,2.1,1,10,,,
65641b77-d1b4-4ee4-b155-f0cd244a67b3,c5e7b13d-bb4a-491d-ac32-b80facb361e8,2024-03-22T02:45:43.000Z,2024-03-22T04:57:51.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 4,Ker / Capparis decidua,2,1.2,1.5,1,,,
65641b77-d1b4-4ee4-b155-f0cd244a67b3,ffb6abab-782f-4dff-a1af-b23b36bf64c4,2024-03-22T02:45:09.000Z,2024-03-22T04:57:49.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 3,Ber / Ziziphus nummularia,2,1.7,1,1,,,
5dbe9637-4a47-4ec6-8a62-01366945b474,f011f891-02d0-4f7b-9509-4b94ba1c4da2,2024-03-22T02:19:57.000Z,2024-03-22T04:57:17.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 4,Ber / Ziziphus nummularia,2,2,1,1,,,
5dbe9637-4a47-4ec6-8a62-01366945b474,7d8a472d-74e1-4554-b197-4eecfd9f558c,2024-03-22T02:16:11.000Z,2024-03-22T04:57:15.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,2,1,2,,,
6b8976cd-e20c-49ac-a9fe-66e7cd8f2d91,07f62087-280b-4f7f-b2bf-a2b1a220c9a5,2024-03-21T13:25:01.000Z,2024-03-21T18:32:23.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4.5,Ker / Capparis decidua,3,1.8,1,3,,,
203bfe88-6792-4821-8f50-df0bb7b72fae,9fe4e7a5-b8a6-413e-82bd-b548395db089,2024-03-21T13:10:09.000Z,2024-03-21T18:32:01.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2.5 4,Ber / Ziziphus nummularia,2.5,1.3,1,1,,,
203bfe88-6792-4821-8f50-df0bb7b72fae,fc39579f-dd30-4d5f-917d-b5bdf6944187,2024-03-21T13:09:28.000Z,2024-03-21T18:31:59.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 6,Ker / Capparis decidua,3,2,1,4,,,
563df18c-4017-4d40-9268-0dbe8ed13dc2,242eb62b-81f1-44d9-b1f9-36671165068e,2024-03-21T12:56:01.000Z,2024-03-21T18:31:40.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 4.5,Ber / Ziziphus nummularia,2,2,1,1,,,
21832309-3f72-4b11-845a-927edbdcf8ce,e3c9fe81-6912-4638-89c2-68d022902623,2024-03-21T12:41:46.000Z,2024-03-21T18:31:20.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 4,Ker / Capparis decidua,2.5,1.8,1,6,,,
b967fdf9-6eb1-422a-ad3d-d36af6e5dca5,2b15d67a-d126-47f8-8867-1df8d5da09ee,2024-03-21T12:26:26.000Z,2024-03-21T18:31:04.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4,Ker / Capparis decidua,3,2,1,3,,,
b967fdf9-6eb1-422a-ad3d-d36af6e5dca5,ab3312b3-cf05-4b63-a452-bf620fe3059a,2024-03-21T12:25:19.000Z,2024-03-21T18:31:02.000Z,mihir.au.jadhav@gmail.com,Khejri / Prosopis cineraria 8 12,Khejri / Prosopis cineraria,8,1.5,4,1,,,
b967fdf9-6eb1-422a-ad3d-d36af6e5dca5,0d549cbd-7bba-4373-8d57-a19f81ae8c22,2024-03-21T12:21:55.000Z,2024-03-21T18:31:00.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 3.5,Ber / Ziziphus nummularia,2,1.6,1,1,,,
b78f084b-9f84-4d71-abea-5758cefb12b7,8fb1d901-9273-456f-92fc-723ef3f4cef7,2024-03-21T12:01:49.000Z,2024-03-21T18:30:40.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4,Ker / Capparis decidua,3,1.7,0.6,1,,,
aa46fb40-ad1f-40f6-b66d-dfeb2c8163db,872485b3-2c49-491e-a385-69aca42c58bd,2024-03-21T11:45:01.000Z,2024-03-21T18:30:16.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3.5,Ker / Capparis decidua,2,1.2,0.5,2,,,
9e6f0e61-b8dd-4b33-82b7-7f29c4117e4c,2ec978e3-8fc6-4e0d-ae37-450894736ba2,2024-03-21T11:25:35.000Z,2024-03-21T18:29:52.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3.5 5,Ker / Capparis decidua,3.5,1.3,1.2,3,,,
6dc87f1a-0e41-4c76-887f-26978373a55a,27841a63-23ff-4f7d-b6ab-63143c5b4015,2024-03-21T03:53:21.000Z,2024-03-21T18:28:35.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3.5 4.5,Ker / Capparis decidua,3.5,1.8,1,3,,,
21149a6a-c2b6-436e-aebe-aac376b50970,41dc6b7c-5a32-4bd6-922e-d208c9e64f7e,2024-03-21T03:37:10.000Z,2024-03-21T18:28:20.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4.5,Ker / Capparis decidua,3,1.5,1,3,,,
670a94e6-b0e9-4419-a642-a5c2b5ad9b1e,1bb2247d-23ea-4ae6-890a-1d024c19453f,2024-03-21T03:24:03.000Z,2024-03-21T18:28:05.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,2.5,1,3,,,
8b21962d-a824-4f0c-9f09-913133a18aef,34b7d857-80a5-43d1-b488-39ddf7b367c9,2024-03-21T03:06:38.000Z,2024-03-21T18:27:51.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 4.5,Ker / Capparis decidua,3,1.4,0.8,2,,,
6a43a8f0-e54d-4064-8d60-b6ec079ab5ac,985b48cc-0c1b-4621-850a-e34a909f7108,2024-03-21T02:49:30.000Z,2024-03-21T18:27:38.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3.5 5.5,Ker / Capparis decidua,3.5,2,0.6,5,,,
2bc6a7a5-e811-4dec-81c5-f1cf80f08053,71762108-6ef1-4b3b-94bd-d002557c2dd8,2024-03-21T02:35:17.000Z,2024-03-21T18:27:21.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 4,Ker / Capparis decidua,2.5,1.5,0.6,7,,,
41a14518-e1bd-425d-9ee5-16d8746734f0,09113e6b-f574-4385-95e8-92037d867bb9,2024-03-21T02:17:10.000Z,2024-03-21T18:27:07.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3.5 4.5,Ker / Capparis decidua,3.5,1.2,1,2,,,
41a14518-e1bd-425d-9ee5-16d8746734f0,c553ebf1-c5ee-4bbb-8c06-f97e9e910f3f,2024-03-21T02:15:46.000Z,2024-03-21T18:27:05.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3.5 4,Ker / Capparis decidua,3.5,1.4,1.6,1,,,
bcaccb44-9403-41e9-8354-5664f852844a,5dabeec5-9e06-4107-8cd7-4fe2499b60d5,2024-03-21T02:00:29.000Z,2024-03-21T18:26:52.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 3.5,Ker / Capparis decidua,3,1,1.5,1,,,
d845e80f-1d45-4552-9dc2-0eef1852582c,3a600477-a642-43c8-8b64-7fb65eba2e7d,2024-03-20T13:15:44.000Z,2024-03-20T16:05:47.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 4.5,Ker / Capparis decidua,2.5,1.3,0.8,3,,,
d845e80f-1d45-4552-9dc2-0eef1852582c,27a708ed-111d-43a6-bec0-94b38b4d151d,2024-03-20T13:15:17.000Z,2024-03-20T16:05:45.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 4 4,Ker / Capparis decidua,4,1.3,1.2,2,,,
815bd405-3848-451a-b839-4e435311738f,487daa3b-bf9b-43d0-ae84-b3f394cd2aa3,2024-03-20T12:59:39.000Z,2024-03-20T16:05:25.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5.5,Ker / Capparis decidua,3,1.7,1,5,,,
958c5684-8bf4-4202-ad51-f1c2e15b331d,d03eeea1-c8bc-41a6-9f3e-aa3d4b7b9dfe,2024-03-20T12:47:58.000Z,2024-03-20T16:05:11.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3.5 6,Ker / Capparis decidua,3.5,2,0.8,5,,,
958c5684-8bf4-4202-ad51-f1c2e15b331d,1e8a197b-65a9-48f6-8cf9-ba03d3d1c03e,2024-03-20T12:47:13.000Z,2024-03-20T16:05:10.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 4,Ker / Capparis decidua,2.5,1.5,0.6,2,,,
504d38ca-e8b8-44fe-b328-d0a262f02880,5721a37e-891a-4abb-9621-8fdc012ef10a,2024-03-20T12:35:24.000Z,2024-03-20T16:04:55.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 5,Ker / Capparis decidua,3,2,1,6,,,
c3c95020-c7e7-4dad-9c83-e5eb815434b1,44961416-d6de-4564-8f13-6a26b7782ae2,2024-03-20T12:17:18.000Z,2024-03-20T16:04:40.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3,Ker / Capparis decidua,2,1.2,0.8,1,,,
c3c95020-c7e7-4dad-9c83-e5eb815434b1,81099822-dc06-4767-9fbe-451a82092161,2024-03-20T12:16:44.000Z,2024-03-20T16:04:38.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 3.5,Ker / Capparis decidua,2.5,1.1,0.6,2,,,
63db7d38-1b35-4619-8f46-9f4e9af03827,6d70f318-a234-4a62-82e6-9754ef60ffe8,2024-03-20T11:57:15.000Z,2024-03-20T16:04:20.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 3 2.5,Ker / Capparis decidua,3,1.1,0.6,2,,,
63db7d38-1b35-4619-8f46-9f4e9af03827,399e9b84-a8b7-436c-8540-39fb86560dbb,2024-03-20T11:56:00.000Z,2024-03-20T16:04:19.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2.5 2,Ber / Ziziphus nummularia,2.5,2,0.4,1,,,
2b651326-9a10-4af0-b1b9-1da5f79c608d,c9f0be48-daa1-4279-bb39-a839a0e87d88,2024-03-20T11:36:46.000Z,2024-03-20T16:04:00.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 3.5,Ker / Capparis decidua,2.5,1.2,0.5,6,,,
008ff5a1-dc16-4b35-95f6-d967f3c076f9,274418cc-2007-4509-8e52-13307d97152b,2024-03-20T04:50:07.000Z,2024-03-20T08:04:23.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 3.5,Ber / Ziziphus nummularia,2,1,0.5,3,,,
008ff5a1-dc16-4b35-95f6-d967f3c076f9,0de2cbbc-f5b8-48e1-b6c8-50fc8b1688fa,2024-03-20T04:49:33.000Z,2024-03-20T08:04:21.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3,Ker / Capparis decidua,2,1.6,1,2,,,
4208c5e4-247e-4f0e-83e1-957960a2fb33,89764f51-421d-4295-b91a-e49d7a3c1fff,2024-03-20T04:31:19.000Z,2024-03-20T07:50:02.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 3 2,Ker / Capparis decidua,3,2,1,2,,,
4e30d41d-843c-48a2-bddd-155203a1f95c,df043e7a-65c7-4fed-93e9-76dc17ad5df0,2024-03-20T04:30:21.000Z,2024-03-20T08:04:05.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3.5,Ker / Capparis decidua,2,1.2,1,5,,,
7bd25153-d1e3-4808-9060-e0ffaa7b5cd9,c7518951-bf70-428a-a04e-38e2b1dac5f1,2024-03-20T04:18:49.000Z,2024-03-20T08:03:47.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3,Ker / Capparis decidua,2,1.3,1,8,,,
f0b3ad0a-659d-4491-bca7-fc77f746b9c5,0c769876-63a7-401f-b995-fef3ac37edb6,2024-03-20T04:16:37.000Z,2024-03-20T07:49:09.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 4 3,Ker / Capparis decidua,4,1.5,,1,,,
503ea996-7d11-403a-b9ca-e0c82c3498b5,7ea0e755-97d4-4c7d-89e9-72a32c08b2ad,2024-03-20T03:59:40.000Z,2024-03-20T08:03:30.000Z,mihir.au.jadhav@gmail.com,Acacia tortilis / Dune wala Babool / Vilayti babool 2 2.5,Acacia tortilis / Dune wala Babool / Vilayti babool,2,2.5,0.5,1,,,
503ea996-7d11-403a-b9ca-e0c82c3498b5,4a0ddc98-935f-4c36-b82d-0155bdc75cfa,2024-03-20T03:59:10.000Z,2024-03-20T08:03:28.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 3.5,Ber / Ziziphus nummularia,2,1.3,0.5,2,,,
503ea996-7d11-403a-b9ca-e0c82c3498b5,1605ecab-8d83-476e-bc82-a3d2b8fa493b,2024-03-20T03:58:34.000Z,2024-03-20T08:03:27.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3,Ker / Capparis decidua,2,3,1,4,,,
b56480c6-c4e9-4878-8e83-9020347dad0e,b6d82541-2647-4055-bbe8-17917786ae1a,2024-03-20T03:58:32.000Z,2024-03-20T07:49:25.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 4 2,Ker / Capparis decidua,4,2,1,2,,,
2c710d88-f058-479d-9af8-b5933f8af8ea,11b46bca-b2c8-48a0-958f-87fee65bb7a2,2024-03-20T03:41:45.000Z,2024-03-20T07:49:48.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 4 2,Ker / Capparis decidua,4,2,1,3,,,
9247f61a-5e56-4192-90c0-8b130dd91fb3,e7eb55e0-047f-4964-a0ac-c746efa33627,2024-03-20T03:41:22.000Z,2024-03-20T08:03:03.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2.5 3,Ker / Capparis decidua,2.5,1.4,1,5,,,
ea848161-51c1-4f04-9e01-6dfb8414ff40,656b2597-b856-4b71-a52c-ac6b748a6cc4,2024-03-20T03:27:25.000Z,2024-03-20T08:02:44.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 3,Ker / Capparis decidua,2,1.2,1,3,,,
1d88c4ef-c9e2-4aa6-bd3f-4e6a9e7ac955,056869c4-fe1a-44e5-b009-88d1f381e981,2024-03-20T03:24:38.000Z,2024-03-20T07:51:30.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 5 2,Ker / Capparis decidua,5,1.1,1,7,,,
914b7284-b3e5-4019-a05b-e8a783a08b58,d5245975-e39c-4a79-835d-090fb7af5f42,2024-03-20T03:12:51.000Z,2024-03-20T08:02:24.000Z,mihir.au.jadhav@gmail.com,Acacia tortilis / Dune wala Babool / Vilayti babool 2 2.5,Acacia tortilis / Dune wala Babool / Vilayti babool,2,1.2,1,1,,,
914b7284-b3e5-4019-a05b-e8a783a08b58,d4a24668-042c-4889-ac51-f23b20e4980a,2024-03-20T03:12:21.000Z,2024-03-20T08:02:23.000Z,mihir.au.jadhav@gmail.com,Ber / Ziziphus nummularia 2 3,Ber / Ziziphus nummularia,2,1,1,1,,,
914b7284-b3e5-4019-a05b-e8a783a08b58,9de87d60-f0ba-4a2e-8c24-ccd5f5b18946,2024-03-20T03:11:49.000Z,2024-03-20T08:02:21.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 4,Ker / Capparis decidua,2,1,0.7,7,,,
30aff38e-fbd8-431c-a924-2673b8db3894,eae1507f-915b-40e1-9970-8cb2f2cf199b,2024-03-20T03:06:56.000Z,2024-03-20T07:51:04.000Z,atharvatogattiwar@gmail.com,Ber / Ziziphus nummularia 5 2,Ber / Ziziphus nummularia,5,1.1,1,1,,,
30aff38e-fbd8-431c-a924-2673b8db3894,a30d15bc-2cb1-4572-9269-f751bf8a5214,2024-03-20T03:06:32.000Z,2024-03-20T07:51:02.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 5 2,Ker / Capparis decidua,5,0.9,2,5,,,
1cc8a569-ba8e-4f84-911f-8ef3da299e54,d69d8694-b9e3-4c57-9ed9-46c5b988317b,2024-03-20T02:58:33.000Z,2024-03-20T08:02:07.000Z,mihir.au.jadhav@gmail.com,Ker / Capparis decidua 2 2.5,Ker / Capparis decidua,2,0.9,0.5,1,,,
1f89e510-9527-4d50-a874-d280e4a239df,1c0839b7-1336-43af-b7f3-0de37d551e85,2024-03-20T02:47:33.000Z,2024-03-20T07:50:39.000Z,atharvatogattiwar@gmail.com,Ker / Capparis decidua 4 2,Ker / Capparis decidua,4,0.8,1.5,7,,,
